urdu,nagari,transliteration,count
بال کشا,बालकुशा,baal-kushaa,3
قلم,क़लम,qalam,3
آگہی,आगही,aagahii,3
مزا,मज़ा,mazaa,3
بخشے,बख़शे,ba;xshe,3
تنہا,तंहा,tanhaa,3
مستی,मसती,mastii,3
تار,तार,taar,3
الفت,उलफ़त,ulfat,3
آتش کدہ,आतिशकदा,aatish-kadah,3
آفتاب,आफ़ताब,aaftaab,3
نکہتِ گل,नकहत‐ए‐गुल,nak'hat-e gul,3
پاتا,पाता,paataa,3
بو,बू,buu,3
محفل,महफ़िल,ma;hfil,3
مضموں,मज़मूँ,ma.zmuu;n,3
حالانکہ,हालांकिह,;haalaa;nkih,2
اٹھے,उठे,u;the,2
بجلی,बिजली,bijlii,2
تعن,तान,ta((n,2
لگتی,लगती,lagtii,2
اہلِ بینش,अहल‐ए‐बीनिश,ahl-e biinish,2
حضور,हुज़ूर,;hu.zuur,2
بیوفا,बेवफ़ा,bevafaa,2
سمجھتا,समझता,samajhtaa,2
اٹھانے,उठाने,u;thaane,2
مختصر,मुख़तसर,mu;xta.sar,2
آؤں,आऊँ,aa))uu;n,2
گلستاں,गुलसिताँ,gulsitaa;n,2
اچّھے,अचछे,achchhe,2
غمِ روزگار,ग़म‐ए‐रोज़गार,;gam-e rozgaar,2
خلوت,ख़लवत,;xalvat,2
اشارہ,इशारा,ishaarah,2
افسردہ,अफ़सुरदा,afsurdah,2
خستگی,ख़सतगी,;xastagii,2
وقتِ سفر,वक़त‐ए‐सफ़र,vaqt-e safar,2
لختِ جگر,लख़त‐ए‐जिगर,la;xt-e jigar,2
موجِ رنگ,मौज‐ए‐रंग,mauj-e rang,2
موجِ مے,मौज‐ए‐मै,mauj-e mai,2
علاج,इलाज,((ilaaj,2
نیند,नींद,nii;nd,2
زنگار,ज़ंगार,zangaar,2
میر,मीर,miir,2
سرِ نو,सर‐ए‐नौ,sar-e nau,2
اختیار,इख़तियार,i;xtiyaar,2
لیلیٰ,लैला,lail;aa,2
عذر,उज़र,((u;zr,2
نمک داں,नमकदाँ,namak-daa;n,2
گوارا,गवारा,gavaaraa,2
بڑھ,बढ़,ba;rh,2
علی,अली,((alii,2
چھوٹا,छूटा,chhuu;taa,2
اہلِ جہاں,अहल‐ए‐जहाँ,ahl-e jahaa;n,2
اثبات,इसबात,i;sbaat,2
پرسش,पुरसिश,pursish,2
دکھاتا,दिखाता,dikhaataa,2
پھرے,फिरे,phire,2
دنوں,दिनों,dino;n,2
رحمت,रहमत,ra;hmat,2
حور,हूर,;huur,2
رو,रो,ro,2
گور,गोर,gor,2
درست,दुरुसत,durust,2
ہای,हाय,haay,2
دیجے,दीजे,diije,2
رضواں,रिज़वाँ,ri.zvaa;n,2
بے زار,बेज़ार,be-zaar,2
سراسر,सरासर,saraasar,2
نشتر,नशतर,nashtar,2
لکھتا,लिखता,likhtaa,2
رگ,रग,rag,2
عافیت,आफ़ियत,((aafiyat,2
غنچے,ग़ुंचे,;gunche,2
کیونکہ,कयूंकिह,kyuu;nkih,2
کھود,खोद,khod,2
تنگیِ دل,तंगी‐ए‐दिल,tangii-e dil,2
تجلی,तजलली,tajallii,2
جراحت,जराहत,jaraa;hat,2
سو,सू,suu,2
ہنگامہ,हंगामा,hangaamah,2
بدن,बदन,badan,2
پارسائی,पारसाई,paarsaa))ii,2
رفتار,रफ़तार,raftaar,2
بر,बर,bar,2
سنی,सुनी,sunii,2
بشر,बशर,bashar,2
صاحب,साहिब,.saa;hib,2
خمِ مے,ख़ुम‐ए‐मै,;xum-e mai,2
مو,मू,muu,2
سمجھو,समझो,samjho,2
سیر,सैर,sair,2
بے حجاب,बेहिजाब,be-;hijaab,2
قمری,क़ुमरी,qumrii,2
نالہِ بلبل,नाला‐ए‐बुलबुल,naalah-e bulbul,2
شادی,शादी,shaadii,2
چھپائے,छुपाए,chhupaa))e,2
شکستِ آرزو,शिकसत‐ए‐आरज़ू,shikast-e aarzuu,2
عنقا,अंक़ा,((anqaa,2
روؤں,रोऊँ,ro))uu;n,2
گلزار,गुलज़ार,gulzaar,2
چال,चाल,chaal,2
لالہ,लाला,laalah,2
رونق,रौनक़,raunaq,2
گوشہِ بساط,गोशा‐ए‐बिसात,goshah-e bisaa:t,2
کیسا,कैसा,kaisaa,2
نیکی,नेकी,nekii,2
جیے,जिये,jiye,2
نا سزا,नासज़ा,naa-sazaa,2
چیز,चीज़,chiiz,2
گزارا,गुज़ारा,guzaaraa,2
پردہ داری,परदादारी,pardah-daarii,2
خانہِ آئینہ,ख़ाना‐ए‐आईना,;xaanah-e aa))iinah,2
چلا,चला,chalaa,2
جوش,जोश,josh,2
سبزہِ خط,सबज़ा‐ए‐ख़त,sabzah-e ;xa:t,2
روئیں‌گے,रोएंगे,ro))e;nge,2
سوتے,सोते,sote,2
وفاداری,वफ़ादारी,vafaadaarii,2
جذبہِ دل,जज़बा‐ए‐दिल,ja;zbah-e dil,2
بر ہم,बरहम,bar-ham,2
خوباں,ख़ूबाँ,;xuubaa;n,2
اضطراب,इज़तिराब,i.z:tiraab,2
سنتے,सुनते,sunte,2
کھا,खा,khaa,2
نگاہیں,निगाहें,nigaahe;n,2
گر,गिर,gir,2
رفتہ,रफ़ता,raftah,2
گھستے,घिसते,ghiste,2
نسبت,निसबत,nisbat,2
دیدہِ حیراں,दीदा‐ए‐हैराँ,diidah-e ;hairaa;n,2
پیے,पिये,piye,2
لفظ,लफ़ज़,laf:z,2
مشتاق,मुशताक़,mushtaaq,2
طبیعت,तबीअत,:tabii((at,2
قدرت,क़ुदरत,qudrat,2
عبارت,इबारत,((ibaarat,2
جوہر,जौहर,jauhar,2
وہم,वहम,vahm,2
مجھی,मुझी,mujhii,2
تعجّب,तजजुब,ta((ajjub,2
سراپا ناز,सरापानाज़,saraapaa-naaz,2
مدار,मदार,madaar,2
صد رنگ,सदरंग,.sad-rang,2
بلا,बुला,bulaa,2
ٹھنڈا,ठंडा,;than;daa,2
زخمِ جگر,ज़ख़म‐ए‐जिगर,za;xm-e jigar,2
دل لگی,दिललगी,dil-lagii,2
سال,साल,saal,2
صبح دم,सुबहदम,.sub;h-dam,2
جاؤ,जाओ,jaa))o,2
موقوف,मौक़ूफ़,mauquuf,2
سنگِ آستاں,संग‐ए‐आसताँ,sang-e aastaa;n,2
سحر,सिहर,si;hr,2
دیکھی,देखी,dekhii,2
پوچھتا,पूछता,puuchhtaa,2
مٹا,मिटा,mi;taa,2
معاملہ,मुआमिला,mu((aamilah,2
آئینے,आईने,aa))iine,2
اٹھائی,उठाई,u;thaa))ii,2
لطف,लुतफ़,lu:tf,2
ندیم,नदीम,nadiim,2
چاہتے,चाहते,chaahte,2
آشیاں,आशियाँ,aashiyaa;n,2
نعش,नाश,na((sh,2
اٹھتی,उठती,u;thtii,2
سوال,सवाल,savaal,2
کھنچتا,खिंचता,khi;nchtaa,2
آفت,आफ़त,aafat,2
زخمی,ज़ख़मी,za;xmii,2
افسوس,अफ़सोस,afsos,2
ستم گر,सितमगर,sitam-gar,2
آزاد,आज़ाद,aazaad,2
لیوے,लेवे,leve,2
حوصلہ,हौसला,;hau.slah,2
زنہار,ज़िंहार,zinhaar,2
پوچھتے,पूछते,puuchhte,2
بنائے,बनाए,banaa))e,2
گرہ,गिरा,girah,2
کاروبار,कार‐ओ‐बार,kaar-o-baar,2
جن,जिन,jin,2
بتلاؤ,बतलाओ,batlaa))o,2
کماں,कमाँ,kamaa;n,2
رکھیو,रखयो,rakhyo,2
خم,ख़म,;xam,2
پیتے,पीते,piite,2
کمیں,कमीं,kamii;n,2
دمِ تحریر,दम‐ए‐तहरीर,dam-e ta;hriir,2
غمِ عشق,ग़म‐ए‐इशक़,;gam-e ((ishq,2
مانند,मानिंद,maanind,2
دشنہ,दशना,dashnah,2
کتنے,कितने,kitne,2
گدائی,गदाई,gadaa))ii,2
لیں‌گے,लेंगे,le;nge,2
شیریں,शीरीं,shiirii;n,2
ملنے,मिलने,milne,2
نشاں,निशाँ,nishaa;n,2
آؤ,आओ,aa))o,2
تھک,थक,thak,2
تحفہ,तुहफ़ा,tu;hfah,2
بتِ آئنہ سیما,बुत‐ए‐आइनासीमा,but-e aa))inah-siimaa,2
زور,ज़ोर,zor,2
آشفتہ بیانی,आशुफ़ताबयानी,aashuftah-bayaanii,2
شیوہ,शेवा,shevah,2
دیکھیں,देखें,dekhe;n,2
پوچھیں,पूछें,puuchhe;n,2
مجلس,मजलिस,majlis,2
ضامن,ज़ामिन,.zaamin,2
حلقہ,हलक़ा,;halqah,2
کوے یار,कू‐ए‐यार,kuu-e yaar,2
بے وفائی,बेवफ़ाई,be-vafaa))ii,2
زہے,ज़हे,zahe,2
زہر,ज़हर,zahr,2
چھٹا,छुटा,chhu;taa,2
الجھتے,उलझते,ulajhte,2
ثابت,साबित,;saabit,2
جاۓگی,जाएगी,jaa))egii,2
گناہوں,गुनाहों,gunaaho;n,2
زخمِ سوزن,ज़ख़म‐ए‐सोज़न,za;xm-e sozan,2
لکھے,लिखे,likhe,2
پاتے,पाते,paate,2
غمِ پنہاں,ग़म‐ए‐पिंहाँ,;gam-e pinhaa;n,2
قبول,क़बूल,qabuul,2
قہر,क़हर,qahr,2
آوارگی,आवारगी,aavaaragii,2
زبانی,ज़बानी,zabaanii,2
حسرتِ دیدار,हसरत‐ए‐दीदार,;hasrat-e diidaar,2
میرزا,मीरज़ा,miirzaa,2
خندہ,ख़ंदा,;xandah,2
زنّار,ज़ुन्नार,zunnaar,2
حضرت,हज़रत,;ha.zrat,2
بولا,बोला,bolaa,2
ٹپکے,टपके,;tapke,2
چھوڑی,छोड़ी,chho;rii,2
غرض,ग़रज़,;gara.z,2
گہر,गुहर,guhar,2
شوخی,शोख़ी,sho;xii,2
گستاخ,गुसताख़,gustaa;x,2
یکتا,यकता,yaktaa,2
کاشانے,काशाने,kaashaane,2
کردہ,करदा,kardah,2
پے,पै,pai,2
دہقاں,दिहक़ाँ,dihqaa;n,2
زار,ज़ार,zaar,2
فرماویں‌گے,फ़रमावेंगे,farmaave;nge,2
کان,कान,kaan,2
شبِ مہ,शब‐ए‐मा,shab-e mah,2
جوہرِ آئنہ,जौहर‐ए‐आइना,jauhar-e aa))inah,2
فتنہ,फ़ितना,fitnah,2
بھیس,भेस,bhes,2
کہتی,कहती,kahtii,2
نگار,निगार,nigaar,2
جلوہ گری,जलवागरी,jalvah-garii,2
لگاؤ,लगाओ,lagaa))o,2
قیس,क़ैस,qais,2
بے اثر,बेअसर,be-a;sar,2
اندھیر,अंधेर,andher,2
آویں,आवें,aave;n,2
دیکھے,देखे,dekhe,2
عمرِ خضر,उमर‐ए‐ख़िज़र,((umr-e ;xi.zr,2
نقشہ,नक़शा,naqshah,2
توسن,तौसन,tausan,2
جتنے,जितने,jitne,2
آہیں,आहें,aahe;n,2
ووہی,वोही,vohii,2
بھاگیں‌گے,भागेंगे,bhaage;nge,2
پیچوتاب,पेच‐ओ‐ताब,pech-o-taab,2
تقریر,तक़रीर,taqriir,2
ملا,मिला,milaa,2
تقریب,तक़रीब,taqriib,2
وو,वो,vo,2
شرما,शरमा,sharmaa,2
سایے,साये,saaye,2
سنو,सुनो,suno,2
زیاں,ज़ियाँ,ziyaa;n,2
سنے,सुने,sune,2
رزق,रिज़क़,rizq,2
رے,रे,re,2
خامہ,ख़ामा,;xaamah,2
مانع,माना,maana((,2
بادشاہ,बादशाह,baadshaah,2
فراغت,फ़राग़त,faraa;gat,2
پوچھو,पूछो,puuchho,2
طاقتِ دیدار,ताक़त‐ए‐दीदार,:taaqat-e diidaar,2
قطرہِ خوں,क़तरा‐ए‐ख़ूँ,qa:trah-e ;xuu;n,2
تہی,तिही,tihii,2
ابر,अबर,abr,2
ساغر,साग़र,saa;gar,2
دانا,दाना,daanaa,2
گوش,गोश,gosh,2
دکھلائیں,दिखलाएं,dikhlaa))e;n,2
فریاد,फ़रयाद,faryaad,2
کار فرما,कारफ़रमा,kaar-farmaa,2
شمشیر,शमशीर,shamshiir,2
کہنے,कहने,kahne,2
پوچھا,पूछा,puuchhaa,2
نگہِ گرم,निगा‐ए‐गरम,nigah-e garm,2
خمیازہ,ख़मयाज़ा,;xamyaazah,2
جاویں‌گے,जावेंगे,jaave;nge,2
رونا,रोना,ronaa,2
حجاب,हिजाब,;hijaab,2
سراغ,सुराग़,suraa;g,2
طبع,तबा,:tab((a,2
ہنسی,हंसी,ha;nsii,2
فگار,फ़िगार,figaar,2
قدر,क़दर,qadr,2
آئنے,आइने,aa))ine,2
ہم آغوشی,हमआग़ोशी,ham-aa;goshii,2
اٹھتا,उठता,u;thtaa,2
روتا,रोता,rotaa,2
قامت,क़ामत,qaamat,2
روکا,रोका,rokaa,2
حلقے,हलक़े,;halqe,2
باد,बाद,baad,2
خندہِ دنداں نما,ख़ंदा‐ए‐दंदाँनुमा,;xandah-e dandaa;n-numaa,2
نا مراد,नामुराद,naa-muraad,2
اکثر,अकसर,ak;sar,2
بیٹھیے,बैठिये,bai;thiye,2
رہزن,रहज़न,rahzan,2
عداوت,अदावत,((adaavat,2
نگہِ ناز,निगा‐ए‐नाज़,nigah-e naaz,2
گم,गुम,gum,2
احباب,अहबाब,a;hbaab,2
کریں‌گے,करेंगे,kare;nge,2
چھوڑ,छोड़,chho;r,2
پر,पुर,pur,2
جستجو,जुसतजू,justajuu,2
خانہ ویرانی,ख़ानावीरानी,;xaanah-viiraanii,2
ڈرے,डरे,;dare,2
نقش,नक़श,naqsh,2
کوہ,कोह,koh,2
طوفاں,तूफ़ाँ,:tuufaa;n,2
آسمان,आसमान,aasmaan,2
آن,आन,aan,2
غم خواری,ग़मख़वारी,;gam-;xvaarii,2
جنبش,जुंबिश,junbish,2
سنگوخشت,संग‐ओ‐ख़िशत,sang-o-;xisht,2
خیاباں,ख़ियाबाँ,;xiyaabaa;n,2
خندہہاے گل,ख़ंदहहा‐ए‐गुल,;xandah'haa-e gul,2
جواں,जवाँ,javaa;n,2
قصّہ,क़िससा,qi.s.sah,2
گوں,गौं,gau;n,2
ستائے,सताए,sataa))e,2
اتنا,उतना,utnaa,2
شش,शश,shash,2
ڈرتے,डरते,;darte,2
موسم,मौसम,mausam,2
رگِ جاں,रग‐ए‐जाँ,rag-e jaa;n,2
جبیں,जबीं,jabii;n,2
پنبہ,पुंबा,punbah,2
گلی,गली,galii,2
شرمندہ,शरमिंदा,sharmindah,2
انجمن,अंजुमन,anjuman,2
لاگ,लाग,laag,2
ویرانی,वीरानी,viiraanii,2
بزم آرائیاں,बज़मआराइयाँ,bazm-aaraa))iyaa;n,2
داغِ جگر,दाग़‐ए‐जिगर,daa;g-e jigar,2
دھرا,धरा,dharaa,2
مکان,मकान,makaan,2
پھوڑنا,फोड़ना,pho;rnaa,2
پئے,पए,pa))e,2
کئی,कई,ka))ii,2
عبث,अबस,((aba;s,2
روا,रवा,ravaa,2
وسعت,वुसअत,vus((at,2
عارف,आरिफ़,((aarif,2
مدح,मदह,mad;h,2
شہ,शा,shah,2
شے,शै,shai,2
بلاے جاں,बला‐ए‐जाँ,balaa-e jaa;n,2
دعویِٰ وا رستگی,दावा‐ए‐वारसतगी,da((v;aa-e vaa-rastagii,2
درباں,दरबाँ,darbaa;n,2
وضع,वज़ा,va.z((a,2
انساں,इंसाँ,insaa;n,2
توبہ,तौबा,taubah,2
بدی,बदी,badii,2
لی,ली,lii,2
افسردگی,अफ़सुरदगी,afsurdagii,2
تنگیِ جا,तंगी‐ए‐जा,tangii-e jaa,2
جامہِ احرام,जामा‐ए‐अहराम,jaamah-e a;hraam,2
بری,बुरी,burii,2
تسلیم,तसलीम,tasliim,2
خوں بہا,ख़ूँबहा,;xuu;n-bahaa,2
پیشتر,पेशतर,peshtar,2
بہم,बहम,baham,2
بتاؤ,बताओ,bataa))o,2
کسلیے,किसलिये,kisliye,2
جاری,जारी,jaarii,2
کہیں‌گے,कहेंगे,kahe;nge,2
سات,सात,saat,2
ساحل,साहिल,saa;hil,2
لڑائی,लड़ाई,la;raa))ii,2
نخوت,नख़वत,na;xvat,2
دائم,दाइम,daa))im,2
جوانی,जवानी,javaanii,2
قابل,क़ाबिल,qaabil,2
بگڑ,बिगड़,biga;r,2
آزردہ,आज़ुरदा,aazurdah,2
لازم,लाज़िम,laazim,2
نازک,नाज़ुक,naazuk,2
باندھے,बांधे,baa;ndhe,2
الجھا,उलझा,uljhaa,2
مشتِ خاک,मुशत‐ए‐ख़ाक,musht-e ;xaak,2
شکست,शिकसत,shikast,2
راز داں,राज़दाँ,raaz-daa;n,2
آب گینہ,आबगीना,aab-giinah,2
کھاتے,खाते,khaate,2
کھائی,खाई,khaa))ii,2
بزمِ خیال,बज़म‐ए‐ख़याल,bazm-e ;xayaal,2
کمر,कमर,kamar,2
ساماں,सामाँ,saamaa;n,2
لینے,लेने,lene,2
پیراہن,पैराहन,pairaahan,2
نغمہ,नग़मा,na;gmah,2
اشک باری,अशकबारी,ashk-baarii,2
گریے,गिरये,girye,2
نشانی,निशानी,nishaanii,2
مژہ,मिझ़ा,mizhah,2
دریغ,दरेग़,dare;g,2
غنیمت,ग़नीमत,;ganiimat,2
مال,माल,maal,2
مان,मान,maan,2
دھوئے,धोए,dho))e,2
آیے,आये,aaye,2
باتیں,बातें,baate;n,2
مقدّمہ,मुक़ददमा,muqaddamah,2
آزمانے,आज़माने,aazmaane,2
تمثال دار,तिमसालदार,tim;saal-daar,2
نقشِ پا,नक़श‐ए‐पा,naqsh-e paa,2
پیشِ نظر,पेश‐ए‐नज़र,pesh-e na:zar,2
اڑتے,उड़ते,u;rte,2
جلا,जला,jalaa,2
نمایاں,नुमायाँ,numaayaa;n,2
خاموشی,ख़ामोशी,;xaamoshii,2
کاش کے,काशके,kaash-ke,2
گریزاں,गुरेज़ाँ,gurezaa;n,2
مند,मुंद,mu;nd,2
مژدہ,मुझ़दा,muzhdah,2
برائی,बुराई,buraa))ii,2
ہنس,हंस,ha;ns,2
بلائے,बुलाए,bulaa))e,2
الف,अलिफ़,alif,2
سرمہ,सुरमा,surmah,2
فرہاد,फ़रहाद,farhaad,2
لکھوائے,लिखवाए,likhvaa))e,2
فرد,फ़रद,fard,2
فرق,फ़रक़,farq,2
ہزاروں,हज़ारों,hazaaro;n,2
اچّھوں,अचछों,achchho;n,2
بودا,बोदा,bodaa,2
روبرو,रूबरू,ruubaruu,2
چپکے,चुपके,chupke,2
پاک,पाक,paak,2
آئیں,आएं,aa))e;n,2
آزار,आज़ार,aazaar,2
درمیاں,दरमियाँ,darmiyaa;n,2
خزاں,ख़िज़ाँ,;xizaa;n,2
مقدور,मक़दूर,maqduur,2
پاسباں,पासबाँ,paasbaa;n,2
مفت,मुफ़त,muft,2
لائے,लाए,laa))e,2
پھریں,फिरें,phire;n,2
با,बा,baa,2
کھینچتا,खेंचता,khe;nchtaa,2
بحر,बहर,ba;hr,2
سچ,सच,sach,2
بو ال ہوس,बूउलहवस,buu-ul-havas,2
آباد,आबाद,aabaad,2
نذر,नज़र,na;zr,2
کھودنے,खोदने,khodne,2
مسجد,मसजिद,masjid,2
پیتا,पीता,piitaa,2
کدھر,किधर,kidhar,2
وہاں,वहाँ,vahaa;n,2
ترکِ وفا,तरक‐ए‐वफ़ा,tark-e vafaa,2
جام,जाम,jaam,2
نمود,नमूद,namuud,2
دینے,देने,dene,2
غفلت,ग़फ़लत,;gaflat,2
بھید,भेद,bhed,2
بزمِ مے,बज़म‐ए‐मै,bazm-e mai,2
جلتا,जलता,jaltaa,2
دکھا,दिखा,dikhaa,2
رقیبوں,रक़ीबों,raqiibo;n,2
گزرا,गुज़रा,guzraa,2
دیواروں,दीवारों,diivaaro;n,2
حذر,हज़र,;ha;zar,2
بناؤ,बनाओ,banaa))o,2
شاد,शाद,shaad,2
ٹپکا,टपका,;tapkaa,2
کہانی,कहानी,kahaanii,2
کاغذ,काग़ज़,kaa;ga;z,2
شکل,शकल,shakl,2
سبزہوگل,सबज़ा‐ओ‐गुल,sabzah-o-gul,2
ڈالا,डाला,;daalaa,2
کھڑے,खड़े,kha;re,2
یک بیاباں,यकबयाबाँ,yak-bayaabaa;n,2
چشمِ تر,चशम‐ए‐तर,chashm-e tar,2
استوار,उसतुवार,ustuvaar,2
رشتہ,रिशता,rishtah,2
اسد ال لیٰہ,असदउललाह,asad-ul-l;aah,2
رکھتی,रखती,rakhtii,2
گفتار,गुफ़तार,guftaar,2
موج,मौज,mauj,2
موجِ خوں,मौज‐ए‐ख़ूँ,mauj-e ;xuu;n,2
ہیولیٰ,हयूला,hayuul;aa,2
غم خوار,ग़मख़वार,;gam-;xvaar,2
بیمار دار,बीमारदार,biimaar-daar,2
خونِ دل,ख़ून‐ए‐दिल,;xuun-e dil,2
ہم سفر,हमसफ़र,ham-safar,2
غش,ग़श,;gash,2
ہاتھوں,हाथों,haatho;n,2
ڈال,डाल,;daal,2
برسات,बरसात,barsaat,2
زمزم,ज़मज़म,zamzam,2
آغوشِ وداع,आग़ोश‐ए‐विदा,aa;gosh-e vidaa((,2
بے نیازی,बेनियाज़ी,be-niyaazii,2
شیرازہ,शीराज़ा,shiiraazah,2
مبادا,मबादा,mabaadaa,2
اتر,उतर,utar,2
بنِ مو,बुन‐ए‐मू,bun-e muu,2
بیتابی,बेताबी,betaabii,2
تیشے,तेशे,teshe,2
مٹے,मिटे,mi;te,2
کشمکش,कशमकश,kashmakash,2
وعدہِ صبر آزما,वादा‐ए‐सबरआज़मा,va((dah-e .sabr-aazmaa,2
مژہِ یار,मिझ़ा‐ए‐यार,mizhah-e yaar,2
بتلا,बतला,batlaa,2
آشفتگی,आशुफ़तगी,aashuftagii,2
ہوش,होश,hosh,2
دید,दीद,diid,2
جادہِ رہ,जादा‐ए‐रा,jaadah-e rah,2
اصل,असल,a.sl,2
بندگی,बंदगी,bandagii,2
سودا,सौदा,saudaa,2
لکھیں‌گے,लिखेंगे,likhe;nge,2
پتا,पता,pataa,2
گوہر,गौहर,gauhar,2
گدا,गदा,gadaa,2
منظر,मंज़र,man:zar,2
ہم سا,हमसा,ham-saa,2
نئے,नए,na))e,2
فغاں,फ़िग़ाँ,fi;gaa;n,2
صرف,सिरफ़,.sirf,2
پی,पी,pii,2
گناہ,गुनाह,gunaah,2
طوق,तौक़,:tauq,2
لیں,लें,le;n,2
حسد,हसद,;hasad,2
اگلے,अगले,agle,2
دیں‌گے,देंगे,de;nge,2
عاجز,आजिज़,((aajiz,2
سرمے,सुरमे,surme,2
برہمن,बरहमन,barahman,2
آبلوں,आबिलों,aabilo;n,2
پلا,पिला,pilaa,2
پروا,परवा,parvaa,2
مشکیں,मुशकीं,mushkii;n,1
بد نام,बदनाम,bad-naam,1
مانندِ صبحومہر,मानिंद‐ए‐सुबह‐ओ‐मिहर,maanind-e .sub;h-o-mihr,1
سامانِ وجود,सामान‐ए‐वुजूद,saamaan-e vujuud,1
التہاب,इलतिहाब,iltihaab,1
زبانیِ شمع,ज़बानी‐ए‐शमा,zabaanii-e sham((a,1
گومگو,गोमगो,gomago,1
نبضِ جگر,नबज़‐ए‐जिगर,nab.z-e jigar,1
دیارِ غیر,दियार‐ए‐ग़ैर,diyaar-e ;gair,1
سویداے دلِ چشم,सुवैदा‐ए‐दिल‐ए‐चशम,suvaidaa-e dil-e chashm,1
خوب رویوں,ख़ूबरूयों,;xuub-ruuyo;n,1
گل چینِ گلستانِ تسلی,गुलचीन‐ए‐गुलिसतान‐ए‐तसलली,gul-chiin-e gulistaan-e tasallii,1
مکتب,मकतब,maktab,1
طوافِ کوے ملامت,तवाफ़‐ए‐कू‐ए‐मलामत,:tavaaf-e kuu-e malaamat,1
رہورسمِ ثواب,रा‐ओ‐रसम‐ए‐सवाब,rah-o-rasm-e ;savaab,1
مرغ,मुरग़,mur;g,1
اوج,औज,auj,1
اخفاے حال,इख़फ़ा‐ए‐हाल,i;xfaa-e ;haal,1
حضورِ شاہ,हुज़ूर‐ए‐शाह,;hu.zuur-e shaah,1
کھلے,खुले,khule,1
اعجازِ مسیحا,इजाज़‐ए‐मसीहा,i((jaaz-e masii;haa,1
محیطِ گریہولب,मुहीत‐ए‐गिरया‐ओ‐लब,mu;hii:t-e giryah-o-lab,1
بت کدے,बुतकदे,but-kade,1
ماتم,मातम,maatam,1
گرفتاری,गिरिफ़तारी,giriftaarii,1
وا شدِ گل,वाशुद‐ए‐गुल,vaa-shud-e gul,1
ہں,हुं,hu;n,1
ذلت,ज़िललत,;zillat,1
مے کدہِ بے خروش,मैकदा‐ए‐बेख़रोश,mai-kadah-e be-;xarosh,1
طومارِ ناز,तूमार‐ए‐नाज़,:tuumaar-e naaz,1
ہلاکِ حسرتِ پا بوس,हलाक‐ए‐हसरत‐ए‐पाबूस,halaak-e ;hasrat-e paa-buus,1
فروع,फ़ुरू,furuu((,1
عقدہِ مشکل,उक़दा‐ए‐मुशकिल,((uqdah-e mushkil,1
خیر,ख़ैर,;xair,1
تپیدن,तपीदन,tapiidan,1
کھپاتا,खपाता,khapaataa,1
ریشہ دوانی,रेशादवानी,reshah-davaanii,1
کھایا,खाया,khaayaa,1
نشاطِ کار,निशात‐ए‐कार,nishaa:t-e kaar,1
در خورِ قہروغضب,दरख़ुर‐ए‐क़हर‐ओ‐ग़ज़ब,dar-;xvur-e qahr-o-;ga.zab,1
دلِ نا عاقبت اندیش,दिल‐ए‐नाआक़िबतअंदेश,dil-e naa-((aaqibat-andesh,1
سیکھے,सीखे,siikhe,1
جامِ سفال,जाम‐ए‐सफ़ाल,jaam-e safaal,1
دریاے بے تابی,दरया‐ए‐बेताबी,daryaa-e be-taabii,1
وصفِ آزادی,वसफ़‐ए‐आज़ादी,va.sf-e aazaadii,1
حیلے,हीले,;hiile,1
التجا,इलतिजा,iltijaa,1
رنجِ بالیں,रंज‐ए‐बालीं,ranj-e baalii;n,1
پکڑا,पकड़ा,pak;raa,1
دیوار جو,दीवारजू,diivaar-juu,1
شعلہِ آتش,शुला‐ए‐आतिश,shu((lah-e aatish,1
اتنے,उतने,utne,1
دریاے معاصی,दरया‐ए‐मआसी,daryaa-e ma((aa.sii,1
تجمّل,तजममुल,tajammul,1
ملتیں,मिललतें,millate;n,1
شگفتن ہا,शुगुफ़तन‐हा,shuguftan-haa,1
انتظارِ ساغر,इंतिज़ार‐ए‐साग़र,inti:zaar-e saa;gar,1
آشتیِ چشموگوش,आशती‐ए‐चशम‐ओ‐गोश,aashtii-e chashm-o-gosh,1
محوِ تغافل,महव‐ए‐तग़ाफ़ुल,ma;hv-e ta;gaaful,1
گرفتارِ چمن,गिरिफ़तार‐ए‐चमन,giriftaar-e chaman,1
شکلِ قمری,शकल‐ए‐क़ुमरी,shakl-e qumrii,1
ہوسِ شعلہ,हवस‐ए‐शुला,havas-e shu((lah,1
جفائیں,जफ़ाएं,jafaa))e;n,1
بو,बो,bo,1
پیکرِ تصویر,पैकर‐ए‐तसवीर,paikar-e ta.sviir,1
حسبِ گردشِ پیمانہِ صفات,हसब‐ए‐गरदिश‐ए‐पैमाना‐ए‐सिफ़ात,;hasb-e gardish-e paimaanah-e .sifaat,1
درماندگی,दरमांदगी,darmaa;ndagii,1
رگِ گردن,रग‐ए‐गरदन,rag-e gardan,1
جاں ستاں تر,जाँसिताँतर,jaa;n-sitaa;n-tar,1
وقتوں,वक़तों,vaqto;n,1
آتشِ گل,आतिश‐ए‐गुल,aatish-e gul,1
ساغرِ سرشارِ دوست,साग़र‐ए‐सरशार‐ए‐दोसत,saa;gar-e sarshaar-e dost,1
طولانی,तूलानी,:tuulaanii,1
بھرم,भरम,bharam,1
نیک,नेक,nek,1
جنوں جولاں,जुनूँजौलाँ,junuu;n-jaulaa;n,1
دیدہِ پر خوں,दीदा‐ए‐पुरख़ूँ,diidah-e pur-;xuu;n,1
